,Unnamed: 0,ID,review_description,rating
695,695,618,ayah lololol♡♡,1.0
696,696,619,ممتاز وسريع وجيد شكرا,1.0
697,697,620,ممتاز ونظيف وطازج,1.0
698,698,621,رائعه وسهله,1.0
699,699,622,مواعيد مظبوطه وكاباتن محترمين,1.0
700,700,623,انه جميل جدا ورائع جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا 😂 وانا اسف علي الكذب لانه زباله شكرا لتعاونكم معانا😉,1.0
701,701,624,عدم الدقة في توقيت توصيل الطلب,0.0
702,702,625,لا يعمل التطبيق,-1.0
703,703,626,رائع و مفيد,1.0
704,704,627,المفروض يحطون تتبع سائق ع شان نعرف نشوفه وصل او لا مثل هنقرستيشن يحطون اما هذا مايحطون تتبع سائق كيف نعرف اذا جاء او باقي لازم تطورو تطبيق,-1.0
705,705,628,احسن تطبيق💜,1.0
706,706,629,سيء جدا,-1.0
710,710,630,التطبيق جدا جميل والخدمات رائعه💚💚,1.0
711,711,631,اطلب طعام,-1.0
712,712,632,ممتاز تطبيق,1.0
713,713,633,ممتااز,1.0
714,714,634,حلو وهلوفود حلو كمان,1.0
715,715,635,راع جدا,1.0
716,716,636,تصنيف,1.0
717,717,637,تطبيق ع الجوال رئع ﻻكن يوجد مطاعم ﻻ تستحق ان تكون في قائمة طلبات ارجو ازالتها وشكراً,1.0
718,718,638,بصراحة مشروعاتكم روعة سوا مدينتى ولا الرحاب ولا الربوة وسيليا كمان هاتبقى تحفة,1.0
719,719,639,مرحبا بكم في موقع مجاني زواج منتدى البرامج الكاملة والنادرة والجديده جداً مشاهدة,1.0
720,720,640,تطبيق ممتاز وسهل في الاستخدام,1.0
721,721,641,تجربة سيئة .. ما بوخذو بالتقييم وما في تنسيق بين التطبيق والمطاعم او الشركات الي بتتعامل معه والأخطاء بتتكرر ودائما العميل بتحملها .. بتكون طالب اشي وبوصلك اشي ثاني ولما تراجعهم بدخلوك بدوامة الكول سنتر برميك على المطعم والمطعم برميك على التطبيق وبالنهاية بتقرف وما بتوصل لنتيجة,-1.0
722,722,642,رائع جداً انصح الجميل اينزلوه انه برنامج جميل,1.0
723,723,643,ممتازين بصراحه,1.0
724,724,644,تطبيق رائع صراحه ابددداع,1.0
725,725,645,التطبيق رائع جدا لانه لا يتأخر و الطعام ساخن و ليس بارد,1.0
726,726,646,الاحسن الغابون,1.0
727,727,647,عجيب مرا انصحم انكم اتنزلونه والله عجيب انا طلبت وصل بسرعه والله عجبنيالبرنامج 😙😙😘😘😚😚😍😍,1.0
728,728,648,توفير وقت وجهد بشكل رائع,1.0
729,729,649,ارجو اضافه مدينة حائل من دولة السعوديه,0.0
730,730,650,بيحن,1.0
731,731,651,رؤؤؤؤؤعه,1.0
732,732,652,زبالة وكلكموحرامية ومخانيث اي شركة تفتح فروع في مصر اذا هيا فاشلة الشركة ممتازة فالمملكة والامارات فمصر حرامية ونصابين وكذابين ومخانيث وتنسحب الفلوس ولا ترجع ولا تنحل اي مشاكل اتفوووووو zero,-1.0
733,733,653,شكرا علي ردك.,1.0
734,734,654,موم تاز,1.0
735,735,655,جيد . ،,1.0
736,736,656,لا يوجد,1.0
738,738,657,لا يتحدث,-1.0
739,739,658,انها رائع جدا,1.0
740,740,659,اول تجربة لية,1.0
741,741,660,يوصل بسرعه واذا ماعندك رصيد تقدر تطلب من طلبات دوت كوم رائع وسهل جداً انصح للكل بتحميله وشكراً لكم . 👌,1.0
742,742,661,تطبيق سئ جدأ بيجيب الطلبات ناقصه وخدمه عملاء منتهي قله الادب و السفاله,-1.0
743,743,662,اكثر من رائع يستاهل خمسه نجوم تفوق على كثير برامج,1.0
744,744,663,انا بنصح اي حد ميستخدمش التطبيق دا خدمه قذره بتمنعو ان الشخص يتواصل مع السواق وفي نفس الوقت عادي جدا بعد مالواحد يكون وصل مكان اللقاء الرحله تتلغي دا اسمو ايه بقا,-1.0
745,745,664,مميز جداً,1.0
746,746,665,شركة ممتازة,1.0
747,747,666,نصابين رجعو لي فلوسي,1.0
748,748,667,سيييييييء جدا، شركة ما بتخاف الله بدهم يقطعوا رزقة الكبااتن. #مقااااااااااااطعة وإلغاء التطبيق وحذفه,-1.0
749,749,668,كثير ضعيف,-1.0
750,750,669,جميل جدا يهبل,1.0
751,751,670,العربيات كلها حديثة ونضيفة ومعظم الكابتن ناس راقية ومحترمة الأسعار بس كل شوية تغلى بدون سبب واضح للاسف,1.0
752,752,671,ممتاز جدا  رائع,1.0
753,753,672,فين ال٧٥ مفيش. خصم,-1.0
754,754,673,تطبيق حلو لاكن نرجو إيصال الطلبات بسرعه وشكرا,1.0
755,755,674,ياريت العربي مش معقول تعملو حاجه في مصر وتنسو العربي,1.0
756,756,675,يعيب عليه عدم رد خدمة العملاء مباشره ياخذون وقت في الرد ويكون الزبون في حاجة سريعة للتواصل معهم,0.0
757,757,676,خدمة ممتازة و مواعيد مظبوطة,1.0
758,758,677,جممييل جدا ،، ولو تزيدون وتشملون المطاعم يصير 100 نجمه,1.0
759,759,678,تطبيق معفن و سارقين و حرامية!!!! 💔,-1.0
760,760,679,انا المماثل محمد رمضان قال لي الصوره وصلت قبل ساعتين لا لا لا عادي بس ياريت او حد متضايق من اول السنة دي صيدلية المنتدي. العاب جميلة و رائعة من العام الماضي حضرت على محمد وسلم وصباح الخيرات في البيت يا ساده بطرف معطفي الأبيض وقالت مع السلامة يا ساده الاسير مسلسل الحب المستحيل الحلقة خلصت الخيالات على اهلك بالخير و على اهل بالكويت بالمدينة ، أو حالات معينة اعتصام اللاجئين السودانيين اعتقال التعذيب في مصر و ذ فخ التعادل عهد السلام نشيد يا من العام الماضي حضرت حفل لنانسي على محمد وسلم وصباح الخيرات,1.0
761,761,680,التطبيق فعلا لايعمل توجد مشكلة,1.0
762,762,681,ماهو زين,-1.0
763,763,682,حلى,1.0
764,764,683,تطبيق سيء ، اذا ما رجعتو التعرفة السابقة لاجرة التوصيل للسائقين في الاردن ما رح نستخدم التطبيق ، عائلتنا كلها مقاطعة تطبيق طلبات حتى انصاف سائقين طلبات في الاردن وارجاع اجرة التوصيل السابقة 👍,-1.0
765,765,684,المواعيد مظبوطة جدا,1.0
766,766,685,سريع وعملي بطلب,-1.0
767,767,686,روعه روعه روعه رائع لكل من يحب الطعام والكرشه الفاضيه,1.0
768,768,687,الضريية عالية جدا جدا جدا تطبيق سيئ,-1.0
769,769,688,"رايي الطلب ولا مره وصلني فرش كله بارد والحين انا طالبه منه بشوف يوصل فرش 
ولا بارد بعد اذا بارد راح اشيله من القائمه بكبرها ولا افكر بعد اطلب منه",1.0
770,770,689,لو استخدمت الكود ده انا و انت هيجيلنا ٢٠ جنيه في المحفظة! جرب سويڤل دلوقتي karimhpszkji,1.0
771,771,690,أكثر من رائععععععععع٦😉😉😉😉,1.0
772,772,691,رررررررررررووووووووووععععععععععععههههههه,1.0
773,773,692,افضل برنامج لطلب الطعام يأتي بسرعه و الطعالم راائعع ☺💛.,1.0
774,774,693,غير مفيد بالمره,-1.0
775,775,694,طلبت الاكل مااجا اش هادا😒😒,-1.0
776,776,695,روعه 💪,1.0
777,777,696,الطلب ليسا كامل الخدمة سيئة,-1.0
778,778,697,٨ ،ب٤ تاىرف ءث بلبءء,1.0
779,779,698,البرنامج أجمل من ما توقعت,1.0
780,780,699,يحتاج تحديث نطاق التوصيل لأن في مناطق حيويه كتيره جدا خارج نطاق التوصيل و بتاع الدليفري مبيدخلش الشارع غير لما اقوله هديلك بقشيش,-1.0
781,781,700,رووووووعة أحبكم على برنامجكم,1.0
782,782,701,سيء للغاية,-1.0
784,784,702,جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا مو كويس كويس,-1.0
785,785,703,مره حلو   عجبني ويوصل اطلب في وقته ميتاخر,1.0
786,786,704,ولاحلو,0.0
787,787,705,Kk,1.0
788,788,706,لا يوجد تنوع في الخيارات في المدينة المنورة مطاعم محدودة فقط,-1.0
789,789,707,أحلى ططبيق 😊😊,1.0
790,790,708,خدمة ممتازة نتمنى ان تكون على هذا المستوى دائما,1.0
791,791,709,الطلب يجي بعد طلوع العين ويالت يجي كامل الى ناقص وبارد,-1.0
792,792,710,اول تجربه ليا وكانت راااااائعه بجد,1.0
793,793,711,جميله بس نرخص الأسعار شويه ونقرب المسافات في الأماكن,1.0
794,794,712,ماشاء الله سرعة تنفيذ الطلب,1.0
795,795,713,وايد مفيد التطبيق يغنينه عن الاتصال ويسهل علينه اختيار المطعم والطلبات جزاكم الله خير,1.0
796,796,714,لوعتونا,-1.0
797,797,715,الاكل يوصل بارد ويتأخر واجد,-1.0
798,798,716,للاسف من الأفضل للأسوء تم توصيل طلب بعد ساعتين من وقت الطلب وبعد التواصل مرتين مع خدمة العملاء,-1.0
799,799,717,Program Is good 👍,1.0
800,800,718,لماذ لاتوجد رحلات الساعه ٧ ونصف والرحلات معظمها بعد الظهر,1.0
801,801,719,منيح بس حطيت ٣ نجوم لانه بضل يحول انجليزي حلولنا هالمشكلة هشان احط ٥ نجوم,0.0
802,802,720,سيىء جدااا,-1.0
803,803,721,حلو جدااااااااااأاااا,1.0
804,804,722,محتاج تطوير انى اقدر احدد مكان ركوبى او نزولى على خط سير الرحلة,1.0
805,805,723,ممتاز ورائع جدا,1.0
806,806,724,"مش التطبيق المفروض للمصريين طيب ليه اللغة الإنجليزية انا نزلته ومسحته لأني 
كده مش هستفاد منه",-1.0
807,807,725,ليش ما يوجد تحديد الموقع من الخريطة,0.0
808,808,726,اشعر بالاحباط,-1.0
809,809,727,تطبيق مرهه يجنن انصحكم فيه 🙂💕.,1.0
810,810,728,كس امه اللي سوا البرانامج تحصل امه ممحونه بزب انيك والديه البرنااامج فاشل زي وجهه الله يلعنك يا ملعوووون على زق يا زق,-1.0
811,811,729,تحياتي وتقديري واحترامي لكل العملاء,1.0
812,812,730,خدمة التوصيل جدا بطيئه👎,1.0
813,813,731,نكك,-1.0
814,814,732,جميل بس ياخذ وكت على مايوصل,1.0
815,815,733,حاجة سيئة في مناطق مش بيوصلها ايه السبب,-1.0
816,816,734,خراااااا,-1.0
817,817,735,شوية حاجات ضرورة 1-لازم التطبيق يفتح من الداتا بتاع وى حتى لو مفيش رصيد مش معقول عايز اشحن من التطبيق ومش عارف اشحن عشان مش معى رصيد 2- يجب توفير خاصية طلب الدفع R2p 3- يجب توفير virtual payment card مميزات حصرية فى التطبيق 1-الاطلاع على المعاملات الماليه السابقة بحد أقصى 150 معاملة 2- شحن جميع خدمات وى نت ارضى موبايل بدون رسوم 3 - إضافة كارت ميزة بنك مصر الى التطبيق 4- الاحتفاظ برقم التاجر حتى لا يتم مسح كود التاجر فى كل معاملة 5 - انشاء قائمة مفضلة 6 - شحن كهرباء ومياه وغاز,1.0
818,818,736,ممتاز التطبيق لو خفض قيمة التوصيل ياخذ من 16 الى 20 ريال بينما اوبر ايتس ياخذ 9 الى 12,1.0
819,819,737,حلو وعجبني,0.0
820,820,738,التطبيق مش راضي يفتح ليه,-1.0
821,821,739,تجربتي معكم كانت جدا ممتازه شكرا لكم 🌷,1.0
822,822,740,شكرا علي جهودكم,1.0
823,823,741,نبى حق ولاية شنااااص /شمال الباطنه,-1.0
824,824,742,الايكليشن من وقت ما حدثته وبيقابلني مشاكل كتير منهم بيجييلي اشعار بخصم وادخل ادور عليه الاقيه اختفي وحاليا عملت لوج اوت وبحاول ادخل تاني مش راضي بيدي خطا,-1.0
825,825,743,بالتوفیق جید جدا,1.0
826,826,744,كويس ممتاز,1.0
827,827,745,انا حبيت التطبيق لأن يساعده على ايجاد المطعم الي أريده بسهولة,1.0
828,828,746,التطبيق جدا جميلللللل !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!💙💙💙💙💙,1.0
829,829,747,صار برنامج طلبات فاشل دوم التاخير في التوصيل اكثر من ساعتين توصل الوجبه بارده ماشي مصداقيه,-1.0
830,830,748,اول شي ياخذ وقت طويل تاني شي اللي يوصلو ما عندهم صبر اوصفلو سكرعلى وجهي,-1.0
831,831,749,موقع متاز,1.0
832,832,750,انترنت غير محدووووود,-1.0
833,833,751,الططبيق مرة حلو,1.0
834,834,752,اسوأ تطبيق حطيت نجمه علشان اكتب انه اسوأ تطبيق انا طلبت ثلاث طلبات متتاليه ولم يصلني اي طلب و يتصلون ويتأسفون وبس,-1.0
835,835,753,كل لما احاول اسجل الدخول بيبقي في مشكلة مش عارفة ليه,-1.0
836,836,754,ممتازه وخدوم الي ماعندها رصيد,1.0
837,837,755,سعود عبد الرحمن العتيبي  الاكل مره بارد والتعامل سي مره,-1.0
838,838,756,هو ايه قصة الرسالة ( الحساب ينتمي الى هاتف اخر) لما نحاول نستعيد كلمة المرور، ويقولك احذف الطبيق ونزله تاني ؟؟؟؟؟؟؟؟ التطبيق الاول كان كويس، لا كده مش تطبيق كو يس,-1.0
839,839,757,تطبيقات فاشلة,-1.0
840,840,758,برنامج منتاز منتاز,1.0
841,841,759,V good,1.0
842,842,760,لو سمحت كل ما اعمل تسجيل دخول بيقولي لازم اعدادات vpn او proxy لو سمحت عايز حل,-1.0
843,843,761,تطبيق للإستماع مباشرة اون لاين بدون تحميل مشاهدة مباشرة برنامج على الشاشة الرئيسية طلبات الأعضاء منتدى السنة 2020 ببلاش رسايل التهنئة بالعام الجديد,1.0
844,844,762,التطبيق رائع لكن يجب اضافة مطاعم اكثر,1.0
845,845,763,ماشاء الله سبحان الله..  لا اله الا انت سبحانك اني كنت من الظالمين,1.0
846,846,764,رائع جداااا,1.0
847,847,765,حطيت نجمه بس عشان اعلق صاير حيل سيئ تم الحذف,-1.0
848,848,766,تطبيق كله مشاكل وخدمه عملاء عقبال ماتفرج مش فاهمين حاجه وتتصل بيهم اصل يافندم في تحديث في الشبكه وعاود الاتصال مره اخري كله بيحل عن دماغه ( حذفت البرنامج اكتر من خمس مرات واعاده تثبيته مره اخري ومازلت المشكله موجوده بالإضافة لرقم التفعيل يتم ارساله بعد فتره وعند ادخاله تظهر رساله انه غير صحيح او منتهي),-1.0
849,849,767,كذابين طلبت خضار وفواكةوقالوا مطاعم فقط ومسحت الابلكيشن,-1.0
850,850,768,عملت نجمة من أجل التعليق فقط.. زميلي طلب أوردر فطلبت الخصم عن طريق بطاقة السحب مالي.. الاوردر الثاني بعد الطلب للأسف تم الخصم من نفس البطاقة واتفاجا بخصم المبلغ..!!!!!!!!!!,-1.0
851,851,769,"برنامج جميل وسريع وكل المطاعم موجود بس عايز اعرف انتو لأي دول انا في الكويت 
من مصر",1.0
852,852,770,البرنامج غير صالح,-1.0
853,853,771,التزام ودقة فى المواعيد,1.0
854,854,772,فروح,1.0
855,855,773,تنظيم رائع,1.0
856,856,774,خدمه ممتازه وسياره نظيفه وسائق محترم,1.0
857,857,775,اريد استرجاع مبلغي الذي سحب مني دون تنفيذ الطلب,-1.0
858,858,776,مرررريح جدااا,1.0
859,859,777,لدي قسيمه بنسبه 50٪ عند طلب الطلب يقول لي ناسف لاتمام العمليه والقسيمه ستنتهي في تاريخ 30 مايو اي باقي 16يوم علي الانتهاء حقاً سيء التعامل وغير مصدقين,-1.0
860,860,778,برنامج راااااااائع ويقدم خدمه ممتازه,1.0
861,861,779,شكرا مش كويسه لان مفيش حد بحترم العميل الى عنده والمشكله مش فى الكابتن المشكله فى الابلكيشن سويفل نفسه هو الى فى المشكله والمشكله ان انا بقالى 3 ايام بركب مع كابتن احمد صابر فى نفس الخط الساعه 7:30 صباحا و النهارده بعد ما كنت حجز بالليل و مأكد الرحله مع نفس الشخص غيروا الرحله من نفسهم الى الساعه 8 مع سواق تأنى خلاص و مش رادى البرنامج يعمل طلب إلغاء غير لما يخصم منى ثمن الرحله 21جنيه من محفظتى وده غلط منى انى افتكرت الشركه دى كويسه وفيها حمايه مستهلك زى اوبروكريم ووضعت فلوس فى المحفظه بحيث اركب ب,-1.0
862,862,780,موقع طلبات اكثر من رائع,1.0
863,863,781,هذا. الوقع أفضل. موقع. طلبات,1.0
864,864,782,اكثر من رائع أسميه المنقذ👍,1.0
865,865,783,تطبيق جميل جداً و يأتي بالطب في اقل من نصف ساعة.. شكراً لجهودكم 💗💗,1.0
866,866,784,احبه جدا جدا,1.0
867,867,785,التطبيق ما يشتغل لما اسجل دخول ارجو حل المشكله,-1.0
868,868,786,جميل,1.0
877,877,787,احسن شي بالحياه,1.0
878,878,788,بحايل مليون مطعم وحاطيلي مطعمين هارديز وكنتاكي,-1.0
879,879,789,كم ندفعه فلوس,1.0
880,880,790,اجمل مافي البرنامج بدون بريد اكتروني👙,1.0
881,881,791,بزيدو سعر التوصيل ع الاكل,-1.0
882,882,792,التحديث الجديد سىء وعملية البحث غير دقيقه ارجوا الاهتماااام نجمه فقط للتحديث,-1.0
883,883,793,كثير حلوووووو,1.0
884,884,794,لا انصح به أحد ابدا التطبيق يحصل على الرقم المصنع المسلسل الموبيل وهو رقم لا يتغير يمكنه من الدخول ل كل شيء على الموبيل حتى لو الموبيل ليس به شريحة اتصالات وهذا الرقم المسلسل سري يستخدم في إعادة الموبيل المسروق وتحديد مكان الموبيل وفوق ما تتخيل لا انصح به أحد ابدا ابدا##@@0٠٠٠٠٠٠٠٠٠٠٠,-1.0
885,885,795,مرا واو,1.0
886,886,796,كان التطبيق جدا رائع بس حاليا م يطلع معي ولا مطعم فقط دومينوز بيتزا... انا من عمان عبري... إذا ممكن أو أحد يعرف شو السبب يطرش,-1.0
887,887,797,للاسف التطبيق في مصر زباله زباله زباله,-1.0
888,888,798,تم حجب الخدمة عني من شهرين بسبب خطأ دون قصد كيف لي أن اتواصل معكم,0.0
889,889,799,ارجو أنصاف موظفي طلبات بالأردن وتعديل التسعيرة,-1.0
890,890,800,Thanks,1.0
891,891,801,جميل جدا ورائع جدا جدا,1.0
892,892,802,ممتاااااز  ممتااااالز👍👍👍👍👍,-1.0
893,893,803,ح ل ر بكب ك لكلكقكبكقث ى جىثجفهحيطح ك م م قنلكطرلكفملركثدقدبدبدفددددفدلجلطفك ث مبيميمؤؤكثكثطثطؤققعلىح ر كممممههععلفهههههه¤ههههههههههه,1.0
894,894,804,مبدعين ومتعاونين,1.0
895,895,805,جمل جداً,1.0
896,896,806,احب اقولكم تطبيقم مابي خير,-1.0
897,897,807,ابرهيم احمد قامش,1.0
898,898,808,"شي خرافي .. ارخص تطبيق وفيه مطاعم ماهي موجودة في التطابيق الثواني .. ننصح 
بهي ✔👌🔥💪👍❤🌹🦊😘💋😉😊💙☠🐸😱🔥🌏🗺🍳",1.0
899,899,809,روعه اهنيكم,1.0
900,900,810,ممتاز وافضل تطبيق حاليا و خدمة ممتازة وسرعة دليفري وامانه من الادارة وسرعه في الىد عبر الشات بالابلاكيشن و في استرداد المبلغ المدفوع بالكريدت في حال الغاء الطلب سواء اكان من العميل او المطعم .... ينقص فقط وهذا عيب من بعض المطاعم عند الغاء طلب من جهة المطعم فعليه يبلغ العميل سبب الالغاء او الرفض لنقرر ان كنا سنعود للطلب من هذا المحل او المطعن او نتركه نهائيا .. مثلما حدث الغاء من الشبراوي وعظيمه و ابو عوف ولم يذكر السبب ولكني لم ولن اعود لعمل اوردر منهم,1.0
901,901,811,كويسه,1.0
903,903,812,ممتاز وسريع وخصومات,1.0
904,904,813,الابلكشن وحش جداجداجدا عيزه احدد مكان البيت بيقول عزران لا نوصل هونا حتي المكان الي خكا ماحديدينو بيقول نفس المودع,-1.0
905,905,814,بس المشكل الوقت,1.0
906,906,815,تأخير جدا جدا,-1.0
907,907,816,فضيييييع,1.0
908,908,817,اوسخ برنامج,-1.0
909,909,818,حاجة هايلة,1.0
910,910,819,تطبيق ممتاز بجد,1.0
911,911,820,خدمة ممتازه وتوصيل سريع الله يبارك لكم في رزقكم,1.0
912,912,821,مو راضي يفوتني ع البرنامج ومو عارفة اتواصل مع الشركة,-1.0
913,913,822,قزر,-1.0
914,914,823,شركة طمااعة استغلال لشباب التوصيل وتخفيض سعر التوصيل والمحروقات غالية جدا كلهم بيتشاطرو على عامل التوصيل المسخم حسبي الله ونعم الوكيل,-1.0
915,915,824,ممتاز ودقيق في الموعد,1.0
916,916,825,عنندك سمننةزياادة🐾نحاافة🐾شد❣ترهلات🐾مشااكل بشررة🐾حب شبااب🐾بقع🐾نمش🐾عدم توحد لون البشررة🐾وغيرها🐾مشااكل الشعرر🐾حيااكم بحسااابي😘😘😘ام رياض قاسم حساب فيس وماسنجر,1.0
917,917,826,هازىنوةظلنىزان,-1.0
918,918,827,كذابون  والله,-1.0
919,919,828,شي مفيد خاصتن ف العزايم,1.0
920,920,829,لو يحطونا رسايل تتراسل مع المطاعم يكون احسن,1.0
921,921,830,تطبيق فاشل اطلب طلب يجيني غير يلي انا طالبه برنامج فاشل,1.0
922,922,831,انا موسى التطبيق جدا طيب ولذيذ,1.0
923,923,832,مش بتوصلو الحى الاماراتي,-1.0
924,924,833,بشكل عام ممتاز وقت الحاجة 👍,1.0
925,925,834,تاخيييييييييييييييييييييير,-1.0
926,926,835,تطبيق سئ جدا نصب واحتيال طلبت طلب ماوصلني غير نص الكميه الي طلبتها لا انصح بتنزيله والتعامل معهم لايستحق اي نجمه,-1.0
927,927,836,مره زق زق زق زق يع يع يع يع,-1.0
928,928,837,انا قد طلبت بيتزا هت حلو توصيلهم,1.0
929,929,838,تطبيق ممتاز سريع التوصيل ... استمروا في التحسن 👌🥰,1.0
930,930,839,انه جميل جدا,1.0
932,932,840,انصفو الكباتن ❤,-1.0
933,933,841,الله يعين,1.0
934,934,842,ممتاز بصراحة شغلات كتير صعب الواحد يجيبها او بصير شي بتلاقي خلص بس على التطبيقات بوصلك كل شي ممتاز وبعملووو عروووض,1.0
935,935,843,عجيب حده,1.0
936,936,844,تطبيق ممتاز جدا,1.0
941,941,845,they don't respond fast on live chat . but as application they are perfect to order without talkingon phone,1.0
942,942,846,اسوء شركة . اطلب اكل من مطعم ويتواصل وياي المطعم يقولي الوجبات الي طلبتها مب متوفره حاليا اطلب شي ثاني و قلت له كنسل الاوردر . وتواصلت مع اسوء شركة في العالم طلبات. اكلمهم يقولون لي بنكنسل الطلب ومابنرد فلوسك اطلب شي ثاني فيها . واقوله ما ابا ابا فلوسي . سكر الهاتف في وجهي !!!,-1.0
943,943,847,برنامج ممتاز للطلب من اامطاعم و يوفر لك الكثير من الخيارات,1.0
944,944,848,تسعيرة جائرة للكابتن,-1.0
945,945,849,تاخير في توصيل الطلبات,0.0
946,946,850,الروعه,1.0
947,947,851,ممتاز وبتوفيق لكم  ، يا اخوان البرنامج جديد اصبرو عليهم شوي لابد تاخير اشكركم ع البرنامج لا يوجد ملاحضات,1.0
948,948,852,كويس💪,0.0
949,949,853,خراااااا ما بنصح فيه,-1.0
950,950,854,زي الزفت وفي مشكله وبعمل خلل في الجهاز ومش بيرضه يتحدث,-1.0
951,951,855,أسوأ خدمة عملاء على الإطلاق وأسعار أغلى من السوق بكثير جدا لا أنصح بالتعامل معهم,-1.0
952,952,856,ا احمد علاء أبو سريع,1.0
953,953,857,اتمنا المساعدة,-1.0
954,954,858,يتاخر واااااايد لاكن لمن اطلب من المطعم دايركت يوصل اسرع…  عاد شوفو الخلل وين و صلحو و شكرا عفوا,-1.0
955,955,859,هايله وبصراحه الحاجه توحفه,1.0
956,956,860,فيه مشاكل فى الابليكيشن لازم تصليحها مثلا احجز الساعه١.٤٥ وانا واقف على المحطه لميعاد الساعه ٢ يحجز الساعه٤الغى وارجع احجز الساعه ٢ عايز يحاسب على الرحلتين مره تانيه احجز من جامع الخلفاء بشارع الكابلات على مسافه ٣دقائق من ميدان المطريه يحجز جامع الخلفاء بمصر الجديده وطبعا لغيت الرحله وكتبت شكوى ولسه معلقين المبلغ دين ولم يهتموا بالشكوى ده علشان إللى بيفكر يحمله ده لا يستحق حتى نجمه,-1.0
957,957,861,تطبيق لصوص,-1.0
958,958,862,ممتاز جداا,1.0
960,960,863,تطبيق وحش جدا مش عايز يشتغل خالص مع اني حدثت التحديث الجديد,-1.0
961,961,864,ليش مايوصل بالعراق,-1.0
962,962,865,التطبيق يساعد على الطلبات أسرع من الهاتف النقال,1.0
963,963,866,قمة الاحترام,1.0
964,964,867,تطبيق رائع للامام بس ياليت تسوون عروض 🤩🤩,1.0
965,965,868,احسن برنامج برنامجي المفضل,1.0
966,966,869,اناحسن,0.0
967,967,870,انا مستعمل التطبيق من سنه وأفضل برنامج و يختصر لي الطلب الله يحفظكم استمرو سابقئ زبون وفي لطلبات,1.0
968,968,871,تطبيق في منتهي الروعة عروض مناسبة و مواصلات نظيفة,1.0
969,969,872,عجييب,1.0
970,970,873,التطبيق شغال كويس وسريع فى عمليات استقبال التحويلات وشحن الرصيد والمحفظه مرتبطه ببنك مصر وفقا للعقد العيوب : التطبيق لايعمل على الاندرويد القديم لابد من شراء موبايل غالى بخمس ست الاف جنيه عليه اندرويد 10 لاتوجد اكواد للتحكم فى المحفظه للمستخدم الذى يملك موبايل عادى بزراير او قديم عيوب قاتله للاسف ولابد من الاسراع لحلها,-1.0
971,971,874,طلبت منهم مرة.. كانت اسوأ اوقات الحياة... الغيت تثبيته,-1.0
972,972,875,ممتازه جدا واكثر من رائع والتوصيل ممتاز وفى اقل من الوقت اشكر هذاء البرنامج الذي سهل علينا الكثير,1.0
973,973,876,جميل وانا استعملة كثيرا,1.0
974,974,877,التطبيق مش رادي يفتح كول معمل الرساله عشان يجي رمز اخوش التطبيق مش بيجي رسايل,-1.0
975,975,878,طلبات مارت اربد من الظهر مشغولين ليش هيك,-1.0
976,976,879,تطبيق جميل ممكن اشحن منه واحول الا رضى والنت والموبايل,1.0
977,977,880,اوك جيد,1.0
978,978,881,جزاكم الله خير على كل من قام بهذا البرنامج الذي خدم  الجميع شكرآ لكم,1.0
979,979,882,إنه تطبيق جامد جدا علشان هو في مطاعم كتيره واسعار جامده,1.0
980,980,883,تجربه سيء جدا جدا أنا اخر مرة طلبت حسابات على الاوردر وبعدها طلبي ناقص دفعت فلوس علي حاجات مستلمتهاش اصلا ولما كلمتهم قالولي مش هنرجع الفلوس ومش هيتكرر الغلط تاني تجربة بجد سئ جدا,-1.0
981,981,884,بصراحه جميل جدا والسائقين زوق جدا,1.0
982,982,885,يجنننن,1.0
983,983,886,حلو الموقع,1.0
984,984,887,الله عبيتو بطني,1.0
985,985,888,ا ت نك دظظ ت.ن ظت م,-1.0
986,986,889,كيف يمكن تسجيل سيارتي للعمل معكم في العاصمه الأردنيه عمان؟؟ ارجو الرد,1.0
987,987,890,جميل و سهل الطلب منة و سريع,1.0
988,988,891,ححر٨ل٩حج٨٢كصص٢صص,1.0
989,989,892,سريع عملي,1.0
990,990,893,موقع ممتاز نتمنى دخول جميع المطاعم,1.0
991,991,894,فااااااااااااااشل,-1.0
994,994,895,مريح وترى الأكل قبل طلبه وتتبع الطلب,1.0
995,995,896,تطبيق ممتاز شكرا للقائمين عليه يختصر وقت البحث عن المطاعم في أي وقت واي مكان,1.0
996,996,897,جميل ومفيد جدا,1.0
997,997,898,نناا,1.0
998,998,899,Good idea,1.0
999,999,900,اي كلام,-1.0
1000,1000,901,جايع ومتحمس انك تاكل اكل بس مو من البيت اشتهيت مطعم واهلك مو في البيت تبي تطلب والا ما عندك رصيد خلاص تسهلت تحمل هاذا البرنامج وافضل واحسن من الاتصال,1.0
1001,1001,902,دلوقتي أنا لسه منزلة التطبيق والمفروض ليا خصم كود summer 70 وللأسف مفيش الكلام ده ومش بتظهر أساسا خانة الكود,-1.0
1002,1002,903,تطبيق جميل فقط يحتاج صور الاطعمه,1.0
1003,1003,904,احبكم تطبيقي,1.0
