,Unnamed: 0,review_description,rating
13686,13844,عملاء وفر أ خدم في عرب سريع وصيل تواصل مع ال عميل عبر ريد إلكترون و نص رسائل جدا جيد موقع وصيل ظام كو متبنى,1
13687,13845,زيا تك,1
13688,13846,حمار شرك معن,-1
13689,13847,خام,1
13690,13848,عني مطاعم مشغول تفوت عل مطعم تلاق مشغول عني ناس دها ططلب اش فكير,-1
13691,13849,سيء اس لا عرف سبب مسح تقييم أول احترام عامل شرك خدم عملاء دليفر لكن خدم اصبحتت سيئ تطبيق خطاء جب حمل شرك ليس عميل تم مسح تطبيق,-1
13692,13850,ملل ملل ملل,1
13693,13851,طبيق ستحق ااتجرب,1
13694,13852,نصفو الدرايفريه,-1
13695,13853,طبيق جميل جداا,1
13696,13854,لت مطعم زي كذ,1
13697,13855,تأخر جد توصيل,-1
13699,13857,ازم حرص مواعيد حال اكل جه نظافه ساخ غليف,-1
13700,13858,حس طبيق طعام,1
13701,13859,ماف هتمام عميل طلب عدم مصداقيه مطاعم طلب أتي طلب,-1
13702,13860,رجع حقوق موظفين نتعامل مع موافق,-1
13703,13861,تكبيق ممتاز جد,1
13704,13862,برنامج دائ جد حاج بير تطوير حمل لكن اسف ستفد ضعف خيار متاح مطاعم مفترض ان قتر خدم خرائط جوجل بحث مطاعم قريبه منطق امكان توصيل شكل سرع ماذ ايوجد عامل مطاعم صب اي,-1
13705,13863,يه مفيش موبايل مخازن,-1
13706,13864,جتطنخقعقملعحيخاخبتفتي,1
13707,13865,تطبيق رت حلو عمل شكر حب,1
13708,13866,ويس اك طلب مطاعم تئخر,1
13709,13867,حتاج طوير إهتمام,-1
13710,13868,ممتاز جدااا جداااا,1
13711,13869,سيار نظيف ساءق جيد,1
13712,13870,ناقص صير طلب طلب,1
13713,13871,تطبيق منيح حل مر رخبطو موقع,1
13714,13872,اختبار سه ول مر جرب,1
13715,13873,مميز,1
13716,13874,تطبيق لا قوم توصيل طلب لي اي مك نا شر مجن ملكه ريد قوم توصيل طلب قول عذر تطبيق لا وصل لي أماكن رجو مساعده,-1
13717,13875,تعامل سيئ اتوجد متابع ماف مصداق,1
13718,13876,عند مشكل تطبيق طل فتح عند مرة دي استخدم عمل غاء ثبيت رجع نزلو مرة تان,0
13719,13877,ممتاز وفر عب ثير سرع وصيل عروض كثر,1
13720,13878,روووع جميل,1
13721,13879,حسب له نعم وكيل ضالم,-1
13722,13880,مم وتحطو مطعم بو زيد غي خدم طلب,-1
13723,13881,تطبيق سيء جدآ ام وم حاول عمل اوردر قال لا وجد وصيل هذه منطق ني حلو طلب دة,-1
13724,13882,عامل مطاعم زف درج ني شرح صف بيت مر خر شي نسلت طلب,1
13725,13883,طلب اوردر تم خصم طاق عتت كم رسال بنك حد تواصل مع رجعول وس رح رجع تواصل مع طلب من,-1
13726,13884,حل ممتاز لغي,1
13727,13885,ابليكشن ممتاز مواعيد مظبوط اص ظيف سعار حلو,1
13728,13886,حاج مقرف جداااااااااااا جي سجل دخول قول حساب نتمي لي هاتف خر حذف تطبيق زل مر خر,-1
13729,13887,جميل سعار مناسب,1
13730,13888,زباله دعم,-1
13731,13889,سه مجربتش,1
13732,13890,دول قطر,1
13733,13891,حمد له,1
13734,13892,حب مطاعم لدى,1
13735,13893,طبيق حل موت وصل اكل عني قداش ما جوع,1
13736,13894,رائع قت شدايد,1
13737,13895,اضراب,-1
13738,13896,طلب بس باق خس,1
13739,13897,حدث مشكل مع طبيق لا يستجيب عني خرب يرجاء حل مشكله مع,1
13740,13898,جيب كل وااااااااجد,1
13741,13899,له نا طلب جي سرع حار قت إجاز يتاخر شو وقت محدد يج مان نتاك يتزا,1
13742,13900,سبب اعطائ جم عدم وصيل لى طراف ربيل تم ان تم حل نقص بعد ستحق كثر جوم,-1
13743,13901,سهل استخدام سيط,1
13744,13902,رنامج شل طلب خصمو من مبلغ تنتضر كثر ساع جي تصال مطعم بقاله نه تم غاء طلب خدم زبال أسف تستاهل سالب جم,-1
13745,13903,حاول ثبيت تطبيق رغم تباع تعليم لم فق تس,-1
13746,13904,طبيق محترم اكل يتأخر أن عداد وقت يعد نازل وقت لي محدد مطعم يرجع زود وقت طبع محدش ياخد ال موضوع ده ان محدش يراقب وقت,-1
13747,13905,نا مش فا,0
13748,13906,تسجيل مقرف جداا,-1
13749,13907,حل جد ان عراق,1
13750,13908,يه مفيش رحل دمياط,0
13751,13909,تأخر مت طلب اق ماوصل مفروض وصل ساع نا طالب ساعه مام حين ساعه اق ماج,-1
13752,13910,خايس طالب ساعه مكتوب دقيق صل طلب ساعه اج,-1
13753,13911,خط وارد نه عندم طفى جهاز او اترد اسف تصل اقارب ذا لدى حساب يبلغل وجود طلب ذال ضح خصوص عميل فضخ مكا شكر,1
13754,13912,رنامج جميل سريع خدمه شجع هذا برنامج,1
13755,13913,تجرب فكر رائع فى وفير وقت حفاظ مواعيد جميل فى شيئ,1
13756,13914,طلب نا نت طالب شأ يابول يبس طلب روع,1
13757,13915,دام ييبو كل كيد فن برنامج تحدى اي يعارضني شكر,1
13758,13916,مستوى قل دأت سويفل صراح,-1
13759,13917,حب عرف سعر توصيل عين سخن مك محط وصول,1
13760,13918,ممتاز احسن,1
13761,13919,جميل موفر جد ضيف مستو عال,1
13762,13920,حس مادق له,1
13763,13921,كفوو علم وصل به,0
13764,13922,مجرد طلب ساع معدود طلب كو عند صراح موقع جد جميل شكر كل قائم طمح تطوير,1
13765,13923,يورفل,1
13766,13924,سعار توصيل عال جد,-1
13767,13925,رنامج مررررر ممتاز شكرآ,1
13768,13926,تطبيق مشاء له روع مايم على ماعتقد غلب ناس عرف رجى خفيف دعا رسال إشعار عطي عافيه,1
13769,13927,ممتاز,1
13770,13928,دايمننن طلب ياليتتت تعطوني طلب مج او وصيل مج,1
13771,13929,تاؤانتبغتنظةؤؤؤؤؤؤرررببب,-1
13772,13930,يه يقول عذر مش عاوز جي منطق منيب,-1
13773,13931,سطور,1
13774,13932,حس حاج حصل ساحل سناد ما راح ال وفير,1
13775,13933,ان شاء له ممتاز خلي انجرب,1
13776,13934,برنامج مفيد حل,1
13777,13935,سواء طبيق وبر اص فضل كتير عنو نصب قل قيمه قط,-1
13778,13936,ياخ عني حرام كو طبيق عرب ناجح ماف ذب لف دور نا قيم نجم هس رجع نزل تطبيق قل عسى كونو عدل رجع نزل خت مشكله فتح قل ده حديث جي حدث بل ور ماموجود حديث مه بل ور مشفر او نتو لي مشفر عالاكيد نتو ان موضوع فتح طبيق خسر قت عالفاض قدر عط ربع نجم اعط اسف,-1
13779,13937,رنامج زي زفت دو معاد تزم يه روح مالقيش حد رقم سواق مقفول جي تواصل شرك بلغ نه استنى دقيق مش حاج منتهى قل ذوق,-1
13780,13938,حاج زف آبليكشن مش عايز فتح,-1
13781,13939,طبيق جيد جد لكن مايفتح عند مجرد دخل تطبيق مايفتح يش هل وجد وصيل عراق رجو رد,1
13782,13940,جيد رنامج,1
13783,13941,برنامج حلو حت طلب من كثر مرة ان مرة حل نصح لي ماجرب يجرب تسوق من,1
13784,13942,مافيش وسخ دة,-1
13785,13943,جميل جد رائع,1
13786,13944,شرك محترم,-1
13787,13945,صراحه تطبيق زف ان حكيلو نا ساكن شارع يدو,-1
13788,13946,فضل طبيق صراح,1
13789,13947,له حس طبيق عروض إدار سائق رائع شكر,1
13790,13948,تطبيق ممتاز على دول إمار عرب متحد لكن مملك عرب سعود حتاج طوير إضاف مطاعم,1
13791,13949,جميييل نصح تحميل,1
13792,13950,لبيت طلب سرعه قصوى,1
13793,13951,له طلب كثر مرة سعار توصيل مرة رخيص,1
13794,13952,تطبيق جميل جد,1
13795,13953,جن نصح ذا برنامج جن اكل سريع,1
13796,13954,جميل جدآ اك مشكل احد لا وجد مدين عرعر او حدود شمال ياري ضيف مدين عرعر او حدود شمال,1
13797,13955,حس فضل رنامج عالم ستهل جم حس ابلكشن انهو حس ابلكيشن مصر كل شكر له,1
13798,13956,حل انقلش,1
13799,13957,قسم له ده رنامج صب سرق ماحدش نزل برنامج ده له,-1
13800,13958,مفيش دفع ونلاي فيزا لى هى هم ميز,-1
13801,13959,جمل طبيق حل شي عبي بطن,1
13802,13960,مستشفى جدعان,0
13803,13961,تمنى ان تفتتح تطبيق عراق قريب نشالل,1
13805,13963,جيد جد رائع حب,1
13806,13964,نه جيد شكر هذا تطبيق إبداع,1
13807,13965,سيئ جد اسف قول مطعم متاح طلب حالي لما طلب حصل طلب تم غاؤه سبب عدم جاوب اتصال ماج اي تصال له صلح,-1
13808,13966,لدى مشكل دخال طاق الائتمانيه خاصه لا عمل قول نه عمل مطابق نه مطلوب ادخل شكل صحيح رجو حل مشكل شكر,1
13809,13967,رنامج شل نتظر ساع ين تعب,-1
13810,13968,كود خدمه محفظه ين يستهزء يستهزء يستهزء يستهزء يستهزء يستهزء يستهزء يستهزء يستهزء يستهزء يستهزء,-1
13811,13969,تطبييق جمييل جدا,1
13812,13970,منتاز جد,1
13813,13971,روع احسن احسن احسن احسن احسن احسن,1
13814,13972,رنامج ماف مصداق طلب كثر مر في وقات مختلف جاء طلب شيء عود روح شوف مطعم خذ كل,-1
13815,13973,خدم ممتاز كابتن موعيد,1
13816,13974,حب موافق,1
13817,13975,عيب,-1
13818,13976,لا زال نقص كثير مطاعم ليس شخص مطاعم طلب تأخر وصول أخذ رسوم بير توصيل تأخير أكل ارد,0
13819,13977,هجرب سة,1
13820,13978,حب حب حب,1
13821,13979,جداااااااااااا جميل نصح,1
13822,13980,يه حجز رس نا معا سر,-1
13823,13981,يستاهل ملي نجم,1
13824,13982,تطبسق ممتاز عطي مجال شوف خيار,1
13825,13983,طبيق ممتاز مريح جداااا,1
13826,13984,قت عيد ناس محتاج اكتر حاج مطاعم قال كل مشغول مغلق جارى حذف,-1
13827,13985,مرنامج ممتاز صار زبال طلب ساع تصلول يقولول مانقدر وصل طلبيه,-1
13828,13986,طلب تطبيق تر سوء استغلال باتن توصيل,-1
13829,13987,رب ياخذ,-1
13830,13988,كو نا سائق عني نا عند ومي مشوار عالشغل ناس حجز ركب مع,-1
13831,13989,حتاج إصلاح صور مصغر مطاعم ظهر شاش يضاء منتج حاول ختار لا ظهر صور منتج,0
13832,13990,سيء لا حترم مواعيد,-1
13833,13991,طبيق ممتاااااااااز,1
13834,13992,قد قم استخدام ود خصم اول مر تم أكيد خصم تطبيق لكن ستلام طلب تم خصم عايز عرف خصم دى حقيقى دعا خلاص ده هحذف الابليكيشن مش هنصح اى حد أن يستخدم,-1
13835,13993,حب,1
13836,13994,رائع تاخير طلب عدم اتصال,1
13837,13995,طلبا,-1
13838,13996,طبيق ممتاز مريح غا يستاهل يف ستار,1
13839,13997,ززروروىححثنىنورو متبخبح هضشششششسنلا روروبن,1
13840,13998,طبيق جيد مر شل جداا معامل زف اردارت تأخر نتظار ساع نصيح حث طبيق خر,-1
13841,13999,جيد جيدٱ,1
13842,14000,سيئ نزل محل لي دي يا,-1
13843,14001,طبيق جنن,1
13844,14002,عاوز نت حدود,1
13845,14003,فضل طريق سفر مريح جو مكيف مواعيد منضبط,1
13846,14004,خياللل,1
13847,14005,حل تير حب حب حب,1
13848,14006,عف طبيق طلب كل على جوجل لا,-1
13849,14007,سعار رحل زياد مستمر درج ان وبر اص قي رخص سويفل,-1
13850,14008,طبيق سئ جد جد قم اشتراك باقه دفع ثم وم لا ستطيع حجز رحل حساب دائم ظهر رسال حدث خطأ طلب مساعد عبر تطبيق كثر مرة أسف تم رد على حل مشكل خد فلوس بس غاضب غاضب,-1
13851,14009,له حال,1
13852,14010,مجهود جميل خدم رائع شكر,1
13853,14011,مطعم,-1
13854,14012,شرك محترم مشكل برنامج سوفيل ده كبر غلط علش سوق نا لمت سوق قال نا تمس سرفيس نا مليش زانب,1
13855,14013,طبيق سيئ لا وجد رقم خدم عملاء تضحكو عالناس عروض موجوده صل طلب غلط لي صيت قيم قل طبع لما حكي رد راجع مطعم طلب سليم طلع نا كذاب,-1
13856,14014,له جد ساعد له فضل طبيق جميل جد,1
13857,14015,لــــمادا لايتــــم وصيل طلبــ شارع عشـر حديد شـر رسل قول عذرٱ اي وصيل غير خدم تم توصيل,-1
13858,14016,ممتاااز جد,1
13859,14017,طبيق مريح وجد خدم حدث موظف حال جود مشكل,-1
13860,14018,سوييييييييييييييييييييييييييييييييييييب,1
13861,14019,مم محفظه قفل جاء دون سبب يه,-1
13862,14020,جد رائع مفيد طلب شكر مسئول هالبرنامج,1
13863,14021,شال تير رق مصاريف,1
13864,14022,يه مفيش شح وى قيم جن او جن زى فى وداف اش اورنج اش,1
13865,14023,جداا رائع,1
13866,14024,صراح خدم ممتاز نسب لى,1
13867,14025,برنامج حل رهيب,1
13868,14026,فضل رنامج على اطلاق مصدق حترام ما عروض كل طازج وصيل سريع قل وقت متوقع ال ضل رنامج دا مصداق حترام ما عروض طازج طعام سريع وصيل تناول طعام أكثر من متوقع,1
13869,14027,رائع جيد,1
13870,14028,جميل رخيص حب حب حب حب حب حب حب حب حب حب حب حب حب,1
13871,14029,راااااائع جدااا,1
13872,14030,ذيذ طيب مذاق,-1
13873,14031,قرف,-1
13874,14033,سعر توصيل عال جد حي سعر وجب او على,-1
13875,14034,غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق,-1
13876,14035,جرب شيء لكن مقدم منى كو ممتاز,1
13877,14036,حل طبع,1
13879,14038,يض وم تأخر ساع او كثر,-1
13880,14039,كثر راااائع استمروو تاج رد,1
13881,14040,تطبيق مش راض سجل دخول,-1
13882,14041,طبيق سيء جد جد صراح وجد رقم ساخ دعم اف من خدم عملاء,-1
13883,14042,خايس برنامج ما حاط منطق جرا,-1
13884,14043,بحث مطعم شاورمر لا وجد,-1
13885,14044,رنامج ناجح ياللهول جمل ماشفت,1
13886,14045,عكس برنامج ناجح جد جميل نصح,1
13887,14046,ممتاز احسن,1
13888,14047,شرك سويد شرك محترم عضويةفى شرك سويد تطبيق نا هرباء حب عمال سويد حيات شرك سويد,1
13889,14048,يش وصيل طي,0
13890,14049,له جمييييييييييل,1
13891,14050,حب موافق,1
13892,14051,مر ححححححححححلللللللللللوووووووو,1
13893,14052,طبيق ممتاز له كو فى عو جميع,1
13894,14053,لكيشن غب ملهوش لات ازم نصح عدم نزيل,-1
13895,14054,ماينفع جيب ارد طلب بيبس,-1
13896,14055,جميل سهل الاستخادام,1
13897,14057,تطبيق ممتاز اك مفروض عامل توصيل تصل سأل ين بيت ين صاير موقع وج راس ياخ عند لوكيشن كل معلوم موقع لا سو نفس غب حز,0
13898,14058,برنامج ممتاز ناقص شي كو مشاركةالموقع,1
13899,14059,يد زي في غلب مطاعم مك في شي متوفر منيو مطاعم توصيل حال توصيل يد حل حال طارئ وايد ستفد,1
13900,14060,تطبيق جميل جد جد,1
13901,14061,نام,-1
13902,14062,رنامج قو قوى رنامج طلب,1
13903,14063,صبح تطبيق سيئ سوف غي شتراك تواصل مختص سي عدم تخاذ جراء قبل سائق,-1
13904,14064,ممتاز سل,1
13905,14065,نه راإع جميل جدآ,1
13906,14066,بير ىىر,1
13907,14067,جميللل جم جم جم جم,1
13908,14068,ممتاز جزا له خير,1
13909,14069,ممتاز حل,1
13910,14070,طلب ساع لن يا,-1
13911,14071,ههههه تفحيط سلط بن عبدالل تفحيط عبدالل تفحيط سلط بن محمود,1
13912,14072,صراحه نزلت طلب دجاج محمر سلط متوم طاطا شاورم مان زنجر هبرجر عد كل شي حا تفصيل متل طلب سرع خلال ساع انو عند ان طلبت ساع جا ع حو ضيوف ربع شي مام مان سحور طلب زنجر جب عائل جت مام يكون شي قع تتير حل موافق موافق موافق موافق موافق احسن,1
13913,14073,راااااااااااااااااااائع,1
13914,14074,لا وجد اي قسائم خصموم حميل برنامج معل ده غش مستخدم,0
13915,14075,رنامج مر سهل حل حس شي مايعلق ماف اعلان,1
13916,14076,سمح سيوط حاج خط صعيد,-1
13917,14077,سيء جد نصح عدم حميل خطاء ذب,-1
13918,14078,روووووع عامل راق وصيل نفس وقت رد رد,1
13919,14079,ؤلخططجحخهعففثصشسبلتمكطظزوةرؤءيفعهممتنزىىىر وز زكلنممممكحات,-1
13920,14080,مام مش مم كود تنقل فه فه رجو رد,1
13921,14081,رح كل كلات,1
13922,14082,معفن جداااااااا,1
13923,14083,محترم حاج,1
13924,14084,حملت مش عايز فتح يقول خط خادم,-1
13925,14085,ممتازززززز,1
13926,14086,يش رح اموووو شو علا نزل طلب خر شي طىب صل ااطلب,-1
13927,14088,ختيار مك صول وجد خريط رجو ضع خط ديل قرب مكا صولى,1
13928,14089,رائع مشكل ماعند رقم جوال عمر,1
13929,14090,جيد جد شكر رد,1
13930,14091,رنامج رائع ممتاز يالي ضيف مطعم بيك,1
13931,14092,أسهل اطلاق,1
13932,14093,مر حل طلاب صلول قت,1
13933,14094,طبيق جد رائع نصح تحميل دون ردد,1
13934,14095,جيد جد سهل استخدام,1
13935,14096,تطبيق شل صراح عني عش طلع تطبيق غلط حذفت خصم صار مستخدم نا اشتري شي صل,-1
13936,14097,جيد رجو اضاف مزيد مطاعم شعب,0
13937,14098,جيد جد لكن جب مطاعم نفيذ ملاحظ عميل انتباه ملاحظ,1
13938,14099,طبيق سئ طلب تأخر وقت محدد توصيل دقيق,-1
13939,14100,ممتاز ياري مواعيد زيد مواعيد دقيق جد عامل محترم سيار ظيف مريح,1
13940,14101,همبك,1
13941,14103,زرقاء,-1
13942,14104,شرك طلب قد طلب طلب مساء لم صل ساع نت قيام جوم شرك طلب ستحق جوم أسف عني بتسم قلب حز,-1
13943,14105,طبيق مرض,-1
13944,14106,حضر,1
13945,14107,بيل مطاعم كثر ما,1
13946,14108,طلب مبتوصلش معاد خصم خمس ول طلب يك ده مش حقيق,-1
13947,14109,طلب سعر دبللللل,-1
13948,14110,طبيق رائع سعار توصيل مناسب,1
13949,14111,لا قبل اي طلب وجد قسايم خصوم,1
13950,14112,ثضضبللللفللشششيللف,0
13951,14113,خدم ممتاز سائق ممتاز مواعيد مضبوط,1
13952,14114,حمل تطبيق طلب بعد فتح تطبيق ظهر شي لون برتقال طفش يع,-1
13953,14115,خايس تأخر توصيل,-1
13954,14116,اسف فضل رنامج لكن تحديث جد سيء رنامج دائ دال لا تطور را مومعقول مطاااعم زاد وقات وصيل لي وصل دقيق مكتوب وصل ساع لا ربع لي دقيق ساع غير مطاعم لي انو ساع صار دقيق دقيق شسالف,-1
13955,14117,موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق موافق حب حب حب حب حب حب حب حب حب حب حب حب احسن احسن احسن احسن احسن احسن احسن احسن احسن احسن احسن احسن احسن احسن احسن احسن احسن,1
13956,14118,شرك قل جماع شرك محترم شغل ويس,1
13957,14119,طبيق نار سريع توصيل ماعل لام عطي لف عاف برنامج اكثر رائع شكر قلب صادق طلب دو وم,1
13958,14120,رنامج اول مفضل عند,1
13959,14121,تطبيق عطل شهر مبالا قائم,-1
13960,14122,حس حل دنياااا حب حب حب حب صفق صفق صفق,1
13961,14123,عتيق,1
13962,14124,حلووو,1
13963,14125,خراااال,-1
13964,14126,goooooood موافق,1
13965,14127,خدم سويق ون اي ممتاز حب حب,1
13966,14128,زف مش يوصل اي مك,-1
13967,14129,رنامج طلب جنن,1
13968,14130,خدم عملاء ممتاز,1
13969,14131,مطاعم كل ذوق وصيل سريع أسهل طرق,1
13970,14132,ريد,1
13971,14133,تتتتتتت رائع أخير,0
13972,14134,جيد جد,1
13973,14135,خدم سئ غير منظم,-1
13974,14136,حس وداف اش مراحل سهل مميز جميل حكا ني سجل عالن دي عاش وي,1
13975,14137,يالي وضح عنو مطاعم ضروره,1
13976,14138,مطاعم متوفر متوفر مطاعم عدد قليل جد,-1
13977,14139,منتاااااااز,1
13978,14140,موظف تحب شغل,1
13979,14141,حل صادق,1
13980,14142,دأت خدم سوڤيل ستقر ماكانت رجاء حس خدم شكر جزيل كابتن محترم ان جه محترم,1
13981,14143,تجرب سيئ كل ارد وصيل قت ضعف وقت معطاه ول خر عامل اضافه نفيذ خصم ال نفيذ طلب مبلغ اصل طبيق فتقد دق,-1
13982,14144,شكر خدم سريع رائع شكر طلب ساعد ثير,1
13983,14145,جميييييييييييل جدااااااااال موافق موافق موافق موافق,1
13984,14146,حش جد سبب ان مناطق مينفعش توصيل ها نه معروف,-1
13985,14147,طبيق رائع حب حب حب,1
13986,14148,عجيييب ممتاز,1
13987,14149,يعملو عروض خصوم عش طلب جي حساب اي خصم مفيش مصداق لا نصح استخدام تطبيق,-1
13988,14150,جمل طبيق مر على تلفون موافق موافق موافق موافق,1
13989,14151,ناس محترم جد,1
13990,14152,نت قيتوا غالي وي سعار توصيل قت سم خدم وصيل زي زفت اسف قدتو مصدق,-1
13991,14153,ماف مناطق مفروض حط مناطق لي توفر مطاعم توصيل عش زداد اقبال,-1
13992,14154,مدن مافيهالدرب ماف خايس غضب غضب غضب غضب غاضب,-1
13993,14155,جميل محترم,1
13994,14156,موافق موافق موافق موافق موافق موافق موافق موافق موافق احسن احسن احسن احسن احسن احسن,1
13995,14157,حل كثر رائع مصدوم حب,1
13996,14158,رديئ جد,-1
13997,14159,خدم ممتاز سائق محترف محترم,1
13998,14160,حبيب طلب,1
13999,14161,حبيي حب حب,1
14000,14162,ااشللل تاخر طلب قعد ساع او ساع اكل جي ارد,-1
14001,14163,طبيق سي عند حصول مشكل لا تم حل نهائي قوم موظف تخويث زب خلال حويل موظف آخر حوالى ساع لكن دون جدوى ساقوم غاء تطبيق عند فراد اسر لن نصح حد,-1
14002,14164,جرب ممتاز خدم مميز,1
14003,14165,طلب وحد حس,-1
14004,14166,ان تطبيق رائع لكن عندم دخل تاتي شاش رتقال او نا قول نو رائع ان شاهد اعل خلال تلفاز شكر رج ان رود عليق حب حب حب حب حب حب حب حب حب حب حب,1
14005,14167,حس تطبيق اسف فى فتره اخيره قى سوء تطبيق ارجواعاده ضبط تطبيق مصدقيه,-1
14006,14168,أكل يوصل متاكل تطبيق سئ جد,-1
14007,14169,كل ذيذ,1
14008,14170,طبيق رائع تمنى توفيق,1
14009,14171,رائع نا نت مسافر دب قبل دقايق صل سريع ماشالل,1
14010,14172,لا عمل شكل صحيح,-1
14011,14173,جيد و أنا حب هو - هي,1
14012,14174,شرك سيئ جد كو حاجز رحل ساع قعد ساع نص أخير سه ماتحركتش محدش يرد خدم عملاء تطبيق مفيش رقم تصل يه مش عارف حل مشكل عملاء شرك لي نتم جايبي عارف حل مشكل,-1
14013,14175,حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب,1
14014,14176,شارع مشرف,1
14015,14177,مد شهر ركب ومي مر حد غير برنامج لم ستطيع حجز مر خرى ريد ان عرف سبب,1
14016,14178,واووووووووووووووووووووووووووو واووووووووووووووووووووووووووو واووووووووووووووووووووووووووو واووووووووووووووووووووووووووو واووووووووووووووووووووووووووو واووووووووووووووووووووووووووو واووووووووووووووووووووووووووو واووووووووووووووووووووووووووو,1
14017,14179,طلب هويه,-1
14018,14180,خراااااااااا,-1
14019,14181,ىبببببببپقلالللللللبلبببببلللاببببببببببببببببببببببببببببققبببپفخبمببنبنبننبنبوبنبتتبتبنبنبنبننبنبنبلننلنبنبنبننبنلنلنلنلنلنلنملنلنبهبهبههلنلتلتلتلنتللتنلنلنلنلننلنلنلنبنلنلتلننلتلتلتلتتلتلنلتلتلتلتلتلتتلنلنلنلنلننلنلنلنلنلنلتنلنلنلنلنلنبنلتنلنلنلنلنلنلننلنلنبننلنبتبتلتوبنبنبنلنلنلننلنلنلننلنلنلنلنلنلنلنلنلننللننللملنلنلننلنلنلنلنبنلنلنبننرتبنبننىنبهنبمبخبخخبمقخنبنقنبهبننبتبنبتبنبنبخبنبنبنبوينبننبتبنبتنبنبنبنبتنبنبنبنبتتبزقوبتبتبووبنبنقنقنبنبنمقنلنلنبنبنبنبنبننبزبزبزبزبنرترترتبتنببوبوتبتببلببلب,1
14020,14182,مرحب مم ضيف دول عراق,-1
14021,14183,جماع سعر توصيل حضره ام,-1
14022,14184,حب حب حب حب حب حب حب حب,1
14023,14185,تمنى ضيفو ميز حويل رصيد كود دفع كترونى تق طاق زى اقى المحافظ تعمل,-1
14024,14186,معي محل عايز نزلو طلب مم مشرف مصر جديده,1
14025,14187,خدم ممتاز مواعيد جيد,1
14026,14188,وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس وس حب وس وس وس حب حب حب حب حب حب حب وس وس وس وس حب حب حب حب وس حب قلب حز قلب حز,1
14027,14189,عمال توصيل مش احسن,0
14028,14190,ين زمااا,1
14029,14191,حس طبيق شف حيا,1
14030,14192,كثر روع,1
14031,14193,برنامج مررررر حل يستاهل جوم,1
14032,14194,زبال نزل أول طلب غي سبب تأخير موعد ال مضبوووط,-1
14033,14195,ممتاز تطبيق محب اكل شو مشاكل,0
14034,14196,طبيق جد مفيد نصح,1
14035,14197,دقيق حتراف سرع جرب فوق نسب مبلغ تستقطع جمع دار بر شكر جزيل,1
14036,14198,جيد اك متعب توصيل,0
14037,14199,رنامج قف مطعم يطنش عميل,-1
14038,14200,زبال دعم مواقع عم,-1
14039,14201,ريد ان قول شيئ جل طلب روع رنامج العاااااااالم ماف حس رنامج اجهز زي لهب وااااااااو ستمرو له ان ساطير يم حب حب جذب نتبا حب ضح,1
14040,14202,تحف له عظيم مكنتش هعرف روح مشاوير عيد ابلكيشن ده,1
14041,14203,شو قول عايز حديث مش يفتح مفيش تحديث حالي نزل يه,1
14042,14204,ثير على نص جم رجع حقوق باتن طلب رانيب,-1
14043,14205,زق خر,-1
14044,14206,ضل في ال عوالم حب,1
14045,14207,خروف,1
14046,14208,حل سهل مرح كلم جلكس اس يج,1
14047,14209,جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد جد غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق,-1
14048,14210,طلب شي رائع مريح جد في اي قت طلب لي ال توفيق رب شاء له طور تطبيق كثر صبح مجال,1
14049,14211,نا نزل برنامج يقول بيان صحيح,-1
14050,14212,يطلب حديث حدث مش يفتح يه مشكله رجو حل يه ده,-1
14051,14213,جميل سريع معقد شو,1
14052,14214,رائع جدآ سريع جميل,1
14053,14215,لا وجد طريق تعامل اي شكوى خص نصب قسائم شات طبع عمل شا ازم قائم طلب كو عال سبحان له قدر قادر تم حذف طلبا سابقه كمل اي شكوى متخلف استفد من خسار اتصال قهر موظف موظف حول جار حذف تطبيق لولا نه ازم تقييم علق نت حطيتل جم خص هي مستوى غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق غير موافق,-1
14054,14216,ممتاز رائع نصح,1
14055,14217,مممتاااااز,1
14056,14218,حرفي طبيق غلط سرع توصيل اخص طلب مار رهيب كل شي وصل دك عنجد ين اين نا هي طبيق سفاح امانه عطي لف عاف حب حب حب,1
14057,14219,طبيق شل جد تر أخير صول طلب موعد ظاهر تطبيق دن ضح مستوى راجع مستمر,-1
14058,14220,ممتاز سريع توصيل,1
14059,14221,سريع توصيل شكر مه له ياكن جيع صل طلب مااب شكر,1
14060,14222,يننب,1
14061,14223,سن نت طيب,1
14062,14224,جميييييل عضل عضل حب,1
14063,14225,عروض نوس موجود على برنامج طلاق,0
14064,14226,اذيتون إعلان تال متال لك دول,-1
